"Age","Gender","Dependents","Education","Marital Status","Annual Salary","Card Type","Months of Relationship","Products","Iterations 12m","Number of Months Inactive 12m","Transactions Amount 12m","Transactions 12m","Credit Limit"
44,"M",3,"mestrado","solteiro","$60K - $80K","blue",37,2,2,3,1273.1,27,14546.36
50,"F",4,"doutorado","solteiro","nao informado","blue",36,2,2,3,1328.55,33,2521.96
55,"M",2,"doutorado","casado","$60K - $80K","blue",36,3,3,4,1579.45,36,16427.37
48,"M",2,"mestrado","nao informado","$40K - $60K","blue",36,5,2,1,937.65,28,13068.7
45,"M",2,"graduacao","solteiro","$60K - $80K","blue",33,6,0,3,1749.28,37,23218.54
60,"M",0,"ensino medio","casado","$40K - $60K","blue",36,5,3,1,1424.52,29,3281.26
55,"M",2,"ensino medio","casado","$40K - $60K","blue",47,5,2,3,2011.99,41,3096.03
62,"F",0,"ensino medio","casado","$40K - $60K","blue",52,5,3,2,1208.58,31,2052.34
38,"F",1,"ensino medio","nao informado","menos que $40K","blue",30,2,0,3,1259.96,24,1438.91
46,"M",3,"ensino medio","solteiro","$40K - $60K","blue",39,2,2,3,1319.74,26,9432.64
50,"M",0,"ensino medio","solteiro","$120K +","silver",45,5,3,2,949.7,27,14938.19
45,"M",2,"sem educacao formal","casado","$60K - $80K","blue",36,5,2,3,1338.09,30,2221.64
47,"M",3,"doutorado","divorciado","$60K - $80K","blue",37,6,0,3,1554.39,26,5731.58
48,"M",4,"graduacao","casado","$60K - $80K","gold",33,2,3,2,1350.53,32,34516.94
35,"M",3,"sem educacao formal","casado","$60K - $80K","blue",22,5,2,2,1694.63,44,6985.17
51,"M",2,"mestrado","casado","$120K +","blue",42,3,0,3,1678.66,40,24221.87
36,"F",3,"ensino medio","casado","nao informado","blue",24,4,1,1,2069.58,43,15439.14
47,"M",4,"mestrado","solteiro","$80K - $120K","blue",36,6,2,3,1222.79,23,21637.35
52,"M",2,"mestrado","solteiro","$120K +","blue",37,2,2,3,1536.56,37,14543.72
43,"F",4,"sem educacao formal","casado","menos que $40K","blue",36,2,1,1,1400.29,31,9684.93
63,"M",2,"ensino medio","casado","$40K - $60K","blue",36,2,2,2,1050.52,28,5007.61
61,"M",0,"mestrado","casado","$60K - $80K","blue",54,3,0,2,1389.6,33,1616.44
53,"M",2,"sem educacao formal","solteiro","$60K - $80K","blue",40,5,2,2,1184.3,29,19116.74
53,"F",3,"mestrado","casado","menos que $40K","blue",47,5,2,6,2093.03,42,2759.61
57,"M",3,"mestrado","casado","$120K +","blue",38,2,3,3,678.76,11,8249.68
38,"F",2,"mestrado","solteiro","nao informado","blue",31,2,2,3,1467.33,29,14041.09
53,"M",3,"ensino medio","casado","$60K - $80K","blue",43,5,2,3,1219.05,27,5264.55
63,"F",0,"nao informado","casado","menos que $40K","blue",54,4,1,2,1730.4,36,2420.01
49,"F",4,"ensino medio","casado","menos que $40K","blue",43,4,0,2,1025.22,28,2826.24
45,"M",2,"ensino medio","casado","$80K - $120K","blue",34,5,2,5,1165.97,33,12518.07
67,"M",0,"mestrado","casado","$40K - $60K","blue",56,4,1,2,2133.4,55,5876.9
48,"M",3,"mestrado","solteiro","$80K - $120K","silver",37,3,3,2,1122.25,13,34516.45
51,"F",2,"sem educacao formal","divorciado","menos que $40K","blue",38,4,2,1,1083.67,22,9648.6
52,"M",2,"ensino medio","solteiro","$80K - $120K","silver",40,3,3,3,1234.15,23,34516.34
55,"F",2,"sem educacao formal","casado","nao informado","blue",35,3,0,3,1277.33,23,3025.33
34,"M",3,"ensino medio","casado","$60K - $80K","blue",26,4,3,3,1843.56,35,3265.81
56,"M",1,"sem educacao formal","casado","$120K +","blue",36,3,2,2,1747.65,49,6041.1
44,"F",2,"doutorado","casado","menos que $40K","blue",36,3,2,3,1166.3,22,2293.74
47,"M",3,"doutorado","nao informado","$80K - $120K","blue",36,6,2,2,1326.68,31,13399.15
46,"F",3,"nao informado","casado","menos que $40K","blue",38,4,3,3,1619.4,36,4317.78
43,"F",3,"mestrado","solteiro","$40K - $60K","blue",29,5,0,2,1285.61,16,3378.72
50,"F",1,"mestrado","solteiro","menos que $40K","blue",36,4,3,1,1142.42,28,5012.65
38,"F",4,"sem educacao formal","solteiro","menos que $40K","blue",30,4,0,1,1190.87,46,2569.1
53,"F",1,"mestrado","solteiro","menos que $40K","blue",45,3,2,1,1052.59,24,3471.41
43,"M",5,"mestrado","divorciado","$120K +","silver",31,5,3,3,1628.24,38,34516.45
53,"M",1,"ensino medio","casado","$120K +","blue",36,6,2,3,1740.69,32,3312.27
56,"F",1,"mestrado","casado","menos que $40K","blue",38,4,3,3,1378.69,29,2578.8
54,"M",2,"nao informado","casado","$40K - $60K","blue",44,4,2,3,996.12,26,2902.27
57,"F",3,"ensino medio","casado","menos que $40K","blue",39,3,1,2,1389.74,32,2742.66
62,"M",1,"ensino medio","casado","menos que $40K","blue",53,5,3,3,1365.1,38,2077.33
46,"F",4,"mestrado","solteiro","menos que $40K","blue",40,5,2,1,1715.26,43,6265.85
49,"M",2,"sem educacao formal","casado","$60K - $80K","blue",44,6,0,3,1582.69,25,7819.45
52,"M",3,"mestrado","solteiro","$80K - $120K","blue",42,6,3,3,1220.43,22,2731.13
58,"M",1,"sem educacao formal","casado","$40K - $60K","blue",36,2,3,4,715.18,13,1438.23
54,"M",0,"ensino medio","casado","$80K - $120K","blue",36,3,2,1,2552.41,49,16286.97
49,"M",1,"mestrado","casado","$120K +","blue",39,3,3,2,1106.62,31,34516.58
58,"F",3,"ensino medio","casado","menos que $40K","blue",47,6,0,1,1731.12,34,2609.01
52,"M",2,"ensino medio","solteiro","$60K - $80K","blue",45,5,2,3,1435.34,32,7567.16
41,"M",5,"ensino medio","casado","$60K - $80K","blue",33,5,3,3,1882.5,38,22770.58
62,"F",0,"sem educacao formal","casado","menos que $40K","blue",50,5,2,1,2058.17,34,3791.82
54,"M",2,"mestrado","casado","menos que $40K","blue",39,4,2,4,1658.87,32,2702.09
40,"F",3,"ensino medio","divorciado","menos que $40K","blue",35,3,3,1,1334.12,32,2555.83
43,"M",3,"mestrado","casado","$80K - $120K","blue",26,5,2,3,1441.86,29,2355.74
53,"F",2,"mestrado","solteiro","$40K - $60K","blue",42,6,0,2,1371.53,39,5332.95
55,"M",1,"sem educacao formal","solteiro","$40K - $60K","blue",49,6,2,3,1991.84,38,1443.22
46,"M",4,"mestrado","solteiro","$60K - $80K","blue",39,6,3,2,1278.64,22,10741.31
41,"M",1,"sem educacao formal","casado","$60K - $80K","blue",25,3,0,2,1734.17,39,7984.59
49,"M",3,"sem educacao formal","solteiro","$60K - $80K","blue",32,3,2,2,1330.66,34,18584.78
61,"F",0,"mestrado","casado","nao informado","blue",56,4,3,1,1787.12,31,5585.78
46,"M",2,"sem educacao formal","casado","$80K - $120K","blue",38,6,2,3,1672.98,32,34516.15
50,"F",1,"sem educacao formal","casado","menos que $40K","blue",43,6,4,3,1439.45,41,1438.31
40,"M",2,"mestrado","solteiro","$80K - $120K","blue",24,5,0,1,1558.6,31,2478.3
51,"M",4,"ensino medio","solteiro","$120K +","blue",46,6,3,3,1795.79,47,34516.25
50,"F",2,"mestrado","casado","$40K - $60K","blue",44,6,3,2,893.56,22,2339.82
47,"F",2,"mestrado","casado","menos que $40K","blue",36,6,2,3,1099.14,27,2726.65
43,"M",4,"nao informado","casado","$120K +","blue",39,3,3,3,1408.68,23,14881.06
36,"F",4,"mestrado","casado","$40K - $60K","blue",36,6,3,3,1893.82,15,1628.54
47,"F",2,"mestrado","casado","menos que $40K","blue",34,5,2,2,1151.85,31,3156.16
46,"F",2,"mestrado","solteiro","menos que $40K","blue",41,5,0,3,1519.2,31,4745.56
46,"M",2,"ensino medio","casado","$120K +","blue",36,5,2,3,1245.27,25,19727.27
52,"M",0,"sem educacao formal","casado","$60K - $80K","blue",36,3,2,3,1102.31,27,22720.12
43,"M",4,"nao informado","casado","$40K - $60K","blue",36,5,0,3,1402.2,33,8129.12
40,"F",4,"mestrado","solteiro","menos que $40K","blue",27,6,3,2,1060.56,30,3751.64
54,"F",4,"ensino medio","casado","menos que $40K","blue",36,3,3,5,1459.9,35,1594.95
55,"F",1,"ensino medio","solteiro","menos que $40K","blue",43,4,0,2,1456.45,39,2569.81
49,"F",4,"doutorado","solteiro","nao informado","blue",44,6,2,3,1439.96,48,18206.92
45,"M",4,"ensino medio","casado","$40K - $60K","blue",34,6,3,3,1353.35,24,3104.08
49,"M",3,"mestrado","casado","$40K - $60K","blue",41,5,2,3,1173.67,32,2406.44
63,"M",1,"sem educacao formal","casado","$80K - $120K","blue",36,5,3,2,1746.91,28,24572
40,"F",3,"ensino medio","solteiro","menos que $40K","gold",36,3,3,2,1279.8,28,15534.85
41,"F",2,"mestrado","casado","menos que $40K","silver",33,4,0,2,1307.95,29,12301.26
37,"M",4,"mestrado","casado","$80K - $120K","blue",26,6,3,2,1473.58,37,2846.62
58,"M",2,"sem educacao formal","nao informado","$120K +","blue",49,6,3,2,1805.18,37,9788.53
55,"M",2,"ensino medio","casado","$60K - $80K","blue",36,4,3,3,1421.31,23,7231.03
53,"F",1,"ensino medio","casado","menos que $40K","blue",48,6,2,3,1272.96,37,2324.47
57,"M",2,"mestrado","casado","$80K - $120K","blue",40,3,3,2,1409.9,34,12208.45
43,"M",4,"doutorado","nao informado","$80K - $120K","blue",30,2,3,5,647.1,15,5639
58,"M",1,"mestrado","casado","$60K - $80K","blue",46,3,2,3,1275.53,25,10021.42
64,"M",0,"nao informado","casado","menos que $40K","blue",56,6,0,1,1270.48,27,2215.27
54,"F",2,"mestrado","casado","menos que $40K","blue",44,3,3,2,1702.03,37,2027.76
53,"M",2,"mestrado","casado","$60K - $80K","blue",47,6,2,2,1256.35,26,6363.88
39,"F",3,"graduacao","solteiro","menos que $40K","blue",25,6,2,1,3178.3,53,3920.86
56,"M",3,"ensino medio","casado","$60K - $80K","blue",36,5,3,1,1626.97,29,9226.7
54,"F",4,"nao informado","divorciado","menos que $40K","blue",49,6,1,1,1562.81,33,9376.41
59,"F",1,"doutorado","casado","$40K - $60K","blue",46,5,3,3,1960.42,57,1944.32
42,"M",3,"sem educacao formal","solteiro","$40K - $60K","blue",36,3,0,1,1154.25,38,9599.03
42,"M",4,"mestrado","casado","$60K - $80K","silver",28,5,2,1,1629.33,38,28202.31
43,"M",3,"graduacao","nao informado","$80K - $120K","blue",39,3,1,3,1226.34,25,24850.92
55,"M",0,"ensino medio","casado","$120K +","blue",49,5,3,3,1743.13,27,3805.2
52,"M",1,"sem educacao formal","solteiro","$80K - $120K","blue",37,5,2,2,1139.41,39,2733.85
46,"M",1,"sem educacao formal","nao informado","$40K - $60K","blue",27,6,3,3,1073.87,21,12781.87
57,"M",2,"sem educacao formal","casado","$120K +","blue",40,3,3,3,683.34,17,3106.12
48,"M",3,"graduacao","casado","$80K - $120K","blue",42,3,0,3,1159.59,32,7477.58
45,"M",4,"nao informado","casado","$120K +","blue",33,6,3,1,1859.19,47,34516.68
48,"M",2,"ensino medio","casado","$120K +","blue",36,6,2,5,1205.72,28,29963.34
47,"M",1,"mestrado","solteiro","$40K - $60K","blue",36,5,0,3,1409.82,37,6509.42
42,"M",3,"graduacao","casado","$60K - $80K","blue",34,3,3,3,1000.97,18,13450.22
41,"M",2,"mestrado","nao informado","$60K - $80K","silver",36,6,0,2,1209.75,39,27000.76
51,"M",4,"graduacao","casado","$120K +","silver",31,5,1,2,1366.35,25,34516.1
55,"F",2,"mestrado","solteiro","menos que $40K","blue",47,5,2,3,1161.54,44,6347.91
67,"M",1,"sem educacao formal","casado","$40K - $60K","blue",49,4,2,3,1512.02,38,3106.57
39,"M",1,"mestrado","casado","$60K - $80K","blue",31,4,1,1,1750.8,35,2536.27
54,"M",3,"doutorado","solteiro","$60K - $80K","blue",35,6,0,3,1170.71,24,13048.6
55,"F",2,"nao informado","casado","menos que $40K","blue",37,3,1,3,2218.27,50,2453.25
47,"M",3,"ensino medio","casado","$40K - $60K","silver",36,3,2,2,1198.46,33,16138.29
49,"M",2,"doutorado","casado","$60K - $80K","blue",38,3,0,2,1329.74,26,8077.65
42,"F",2,"mestrado","casado","menos que $40K","blue",23,3,3,3,857.65,36,1929.53
57,"M",2,"nao informado","solteiro","$80K - $120K","blue",36,3,2,3,1470.85,30,3127.61
44,"M",5,"sem educacao formal","casado","$60K - $80K","blue",36,3,2,3,1435.93,25,8645.74
56,"M",3,"nao informado","solteiro","$60K - $80K","blue",49,3,3,1,1093.14,22,1438.9
49,"F",3,"mestrado","casado","menos que $40K","blue",38,6,2,3,715.45,20,2185.35
45,"M",3,"mestrado","solteiro","$80K - $120K","blue",32,5,2,2,1512.38,42,24487.13
63,"M",0,"ensino medio","casado","$60K - $80K","blue",36,6,3,2,2399.15,43,2567.81
44,"M",3,"mestrado","solteiro","$80K - $120K","blue",33,6,3,3,906.2,22,4131.35
44,"F",4,"graduacao","casado","menos que $40K","silver",37,3,2,2,1052.41,16,10790.91
40,"M",3,"ensino medio","casado","$40K - $60K","blue",33,4,3,3,975.32,11,6884.71
39,"M",2,"sem educacao formal","solteiro","$60K - $80K","blue",36,5,3,3,783.91,20,13961.22
42,"M",4,"ensino medio","casado","$80K - $120K","blue",30,6,0,1,990.42,21,29801.87
54,"M",3,"ensino medio","casado","$120K +","blue",43,4,1,1,1097.59,24,13219.59
58,"F",4,"nao informado","casado","menos que $40K","blue",46,2,3,3,901.87,35,2536.46
46,"F",4,"mestrado","divorciado","menos que $40K","blue",36,5,1,3,1327.64,41,9478.46
47,"F",4,"nao informado","divorciado","$40K - $60K","blue",34,6,2,1,1814.79,31,3502.74
67,"F",0,"nao informado","casado","nao informado","blue",56,4,3,3,1365.4,34,10509.35
50,"F",2,"graduacao","divorciado","menos que $40K","blue",36,3,0,3,1058.46,34,1491.47
55,"M",0,"ensino medio","divorciado","$60K - $80K","blue",46,6,2,1,1476.19,38,9734.1
46,"F",2,"mestrado","casado","$40K - $60K","blue",22,6,3,1,1230.45,36,2305.95
47,"F",4,"sem educacao formal","casado","$40K - $60K","blue",36,3,3,1,1581.18,44,14241.25
36,"F",2,"nao informado","casado","$40K - $60K","blue",25,3,2,1,1534.85,29,4789.26
40,"M",4,"doutorado","divorciado","$60K - $80K","blue",34,4,3,2,1612.96,39,23138.99
57,"M",2,"nao informado","solteiro","$80K - $120K","blue",38,6,3,1,1302.43,36,23008.8
48,"M",1,"nao informado","divorciado","$80K - $120K","blue",36,3,0,1,1439.08,40,3131.28
58,"F",3,"mestrado","casado","menos que $40K","blue",53,5,2,3,1724.14,45,5798.11
48,"M",3,"mestrado","solteiro","$40K - $60K","blue",36,5,3,2,1784.37,35,6880.15
48,"M",3,"mestrado","nao informado","$80K - $120K","platinum",41,3,2,2,1156.61,29,34516.25
53,"F",2,"graduacao","casado","$40K - $60K","blue",34,6,1,2,2556.23,49,2075.97
50,"M",2,"mestrado","casado","$80K - $120K","blue",44,3,0,3,1590.84,37,4589.7
52,"F",1,"mestrado","solteiro","menos que $40K","blue",40,1,2,2,884.01,19,2317.39
53,"F",2,"sem educacao formal","solteiro","menos que $40K","blue",45,1,1,1,973.88,25,1981.93
56,"F",1,"mestrado","solteiro","$40K - $60K","blue",47,3,1,2,1447.17,30,6038.72
44,"M",5,"nao informado","solteiro","$80K - $120K","blue",32,5,2,3,1150.27,26,14910.46
49,"M",3,"ensino medio","casado","$80K - $120K","blue",39,3,2,3,1193.96,21,29659.48
54,"M",2,"mestrado","casado","$60K - $80K","blue",42,3,2,3,706.26,21,4320.56
39,"F",1,"nao informado","solteiro","$40K - $60K","blue",36,6,3,1,1257.47,23,11214
39,"F",3,"sem educacao formal","divorciado","nao informado","blue",29,5,2,1,1303.98,35,26181.89
41,"F",4,"ensino medio","solteiro","menos que $40K","blue",31,3,0,1,1306.9,39,5773.68
53,"M",2,"sem educacao formal","casado","$80K - $120K","blue",36,1,3,3,748.51,20,4503.98
47,"M",3,"sem educacao formal","casado","$80K - $120K","blue",36,6,2,2,1774.98,42,29770.89
46,"F",2,"doutorado","casado","menos que $40K","blue",28,5,1,1,1209.54,25,5014.07
53,"F",1,"ensino medio","casado","menos que $40K","blue",47,6,2,1,1074.67,31,3445.73
60,"M",1,"mestrado","casado","$80K - $120K","blue",50,6,2,2,1786.6,50,23412.47
59,"F",0,"mestrado","solteiro","menos que $40K","blue",46,4,2,1,1456.04,36,3044.23
38,"M",1,"nao informado","solteiro","$60K - $80K","blue",29,5,1,2,1300.02,25,14596.43
56,"M",4,"sem educacao formal","solteiro","menos que $40K","blue",36,3,2,2,1470.79,42,3864.94
35,"M",3,"doutorado","nao informado","$80K - $120K","blue",29,2,3,1,715.56,25,17030.72
50,"M",3,"mestrado","solteiro","$60K - $80K","blue",44,4,3,2,1198.34,24,23090.96
53,"M",2,"doutorado","nao informado","$80K - $120K","blue",36,4,0,2,1556.86,43,29205.28
63,"M",2,"mestrado","casado","$60K - $80K","blue",49,5,3,2,1606.92,30,14035.68
43,"F",2,"sem educacao formal","solteiro","menos que $40K","blue",24,2,2,3,929.33,31,2962.93
46,"M",2,"nao informado","casado","$80K - $120K","blue",30,6,0,3,1606.09,54,18578.58
61,"M",1,"sem educacao formal","solteiro","$60K - $80K","blue",46,5,2,3,1199.06,32,2201.56
37,"F",0,"doutorado","casado","menos que $40K","blue",25,4,2,3,2400.07,60,2061.78
42,"F",5,"doutorado","casado","nao informado","blue",23,4,2,2,1337.75,44,24602.34
41,"M",2,"sem educacao formal","divorciado","$120K +","blue",29,3,2,2,1270.57,33,15911.06
56,"M",2,"graduacao","solteiro","$120K +","blue",50,2,3,2,654.61,14,16867.12
56,"M",3,"mestrado","casado","$60K - $80K","blue",37,3,0,3,1909.12,54,2783.94
52,"F",3,"doutorado","solteiro","menos que $40K","blue",47,3,2,3,922.94,25,2972.3
40,"F",3,"ensino medio","solteiro","$40K - $60K","blue",36,5,2,3,1158.63,42,5124.46
63,"M",1,"mestrado","casado","$40K - $60K","blue",53,6,2,6,1323.14,26,2880.27
58,"M",1,"ensino medio","solteiro","$40K - $60K","blue",46,4,0,1,1025.37,35,5579.43
58,"M",4,"nao informado","casado","$60K - $80K","blue",44,5,3,1,1700.49,35,12010.14
46,"M",2,"sem educacao formal","divorciado","$80K - $120K","blue",36,6,3,3,1628.57,51,34516.99
37,"F",1,"mestrado","casado","$40K - $60K","blue",29,5,2,2,1377.24,32,4394.57
46,"M",4,"mestrado","solteiro","$80K - $120K","blue",35,4,3,3,1517.95,33,18325.22
46,"F",4,"doutorado","casado","menos que $40K","blue",37,5,2,3,1528.14,25,3773.73
41,"M",1,"mestrado","solteiro","$80K - $120K","blue",29,5,3,1,1329.95,24,21684.8
48,"F",3,"ensino medio","divorciado","$40K - $60K","blue",40,4,2,1,1505.87,33,1919.28
49,"F",3,"mestrado","solteiro","$40K - $60K","blue",33,5,2,3,1172.88,38,9995.38
44,"M",2,"mestrado","casado","$80K - $120K","blue",35,3,2,2,1646.24,39,11910.9
39,"F",3,"graduacao","casado","menos que $40K","blue",36,4,0,2,1693.38,32,2279.86
57,"M",1,"graduacao","solteiro","$40K - $60K","blue",48,3,2,1,1336.23,23,3539.95
48,"M",3,"ensino medio","casado","$80K - $120K","blue",36,5,3,1,1289.23,19,30579.32
47,"M",3,"ensino medio","solteiro","$80K - $120K","blue",42,4,0,1,1416.75,32,24480.74
56,"F",1,"sem educacao formal","divorciado","nao informado","blue",52,6,2,1,1608.98,33,17561.27
54,"F",0,"graduacao","casado","menos que $40K","blue",40,3,2,1,1885.66,51,1638.73
54,"M",1,"mestrado","casado","$60K - $80K","blue",36,3,2,3,1744.45,53,2947.19
52,"M",4,"ensino medio","casado","$80K - $120K","blue",42,6,0,1,1922.73,48,5738.38
43,"M",4,"nao informado","nao informado","$120K +","blue",34,5,2,2,1448.54,29,33304.71
59,"M",1,"graduacao","solteiro","$40K - $60K","blue",48,6,3,3,1300.15,36,7251.6
44,"M",1,"nao informado","casado","nao informado","blue",34,6,0,2,1366.5,31,2885.65
56,"F",1,"graduacao","casado","menos que $40K","blue",36,6,3,2,1439.62,39,2641.6
45,"F",4,"mestrado","casado","nao informado","blue",35,6,0,3,1241.49,46,2801.27
55,"M",1,"ensino medio","casado","$80K - $120K","blue",45,3,3,3,1917.85,33,16794.45
48,"F",3,"graduacao","divorciado","$40K - $60K","blue",41,4,3,1,1391.01,39,9336.07
56,"F",5,"graduacao","solteiro","menos que $40K","blue",43,4,0,1,1246.31,31,2763.78
41,"M",3,"sem educacao formal","casado","$60K - $80K","blue",36,5,2,3,1248.66,27,17391.72
65,"F",1,"ensino medio","casado","menos que $40K","blue",36,3,0,2,1936.15,44,3198.3
34,"M",4,"doutorado","solteiro","$80K - $120K","blue",26,3,2,3,2375.8,63,5100.12
56,"M",3,"doutorado","casado","$60K - $80K","blue",39,3,2,1,1238.61,25,3955.3
62,"F",1,"ensino medio","casado","menos que $40K","blue",48,5,1,3,1626.82,41,3140.82
45,"F",3,"sem educacao formal","solteiro","nao informado","blue",36,3,3,3,791.44,22,4028.27
38,"F",2,"sem educacao formal","solteiro","menos que $40K","blue",32,5,3,3,1204.81,28,2264.56
49,"M",3,"nao informado","nao informado","$120K +","blue",44,5,2,2,1300.39,33,21620.19
58,"M",2,"ensino medio","solteiro","$60K - $80K","blue",45,3,0,2,1612.67,47,6385.71
41,"F",4,"mestrado","solteiro","$40K - $60K","blue",31,4,3,2,1071.28,28,2375.03
33,"M",2,"mestrado","casado","$60K - $80K","blue",13,3,3,3,1378.41,37,1963.58
47,"F",4,"graduacao","solteiro","menos que $40K","blue",37,6,2,2,1100.92,29,4256.94
56,"F",1,"mestrado","casado","menos que $40K","blue",49,5,0,1,2052.85,45,5097.67
51,"M",1,"mestrado","solteiro","$60K - $80K","blue",45,3,3,2,1349,33,3228.28
49,"M",1,"mestrado","nao informado","$40K - $60K","silver",41,6,3,1,1215.86,36,20231.09
50,"M",1,"nao informado","solteiro","$120K +","blue",39,3,3,2,1149.6,25,27512.95
55,"F",3,"nao informado","casado","$40K - $60K","blue",47,5,0,2,2354.41,50,1929.71
26,"M",0,"mestrado","solteiro","menos que $40K","blue",13,6,2,3,2644.77,40,2585.01
58,"M",1,"graduacao","casado","$80K - $120K","blue",47,3,3,3,918.45,14,12151.06
46,"M",3,"ensino medio","solteiro","$80K - $120K","gold",42,3,2,2,1362.7,31,34516.6
48,"M",4,"ensino medio","casado","$120K +","blue",31,6,1,3,1222.86,37,34516.11
42,"M",4,"sem educacao formal","divorciado","$60K - $80K","blue",32,4,2,1,1364.07,32,5504.64
37,"M",4,"mestrado","casado","$80K - $120K","blue",28,4,2,1,1463.75,40,10021.45
63,"F",0,"nao informado","casado","menos que $40K","blue",49,5,0,3,1631.04,31,3558.15
50,"M",3,"ensino medio","solteiro","$40K - $60K","silver",44,4,4,3,1878.33,55,19853.72
41,"F",1,"ensino medio","solteiro","$40K - $60K","blue",31,6,2,3,1489.1,32,4969.91
48,"F",3,"mestrado","divorciado","menos que $40K","blue",40,3,3,2,1437.39,37,3117.02
46,"M",2,"graduacao","solteiro","$80K - $120K","blue",41,4,0,2,1313.27,37,21526.86
61,"M",0,"ensino medio","solteiro","$60K - $80K","blue",51,4,2,2,1290.66,38,5504.96
59,"F",0,"nao informado","casado","menos que $40K","blue",53,4,2,3,1975.03,49,5512.88
53,"F",2,"doutorado","casado","nao informado","blue",39,1,3,2,807.5,22,1438.67
39,"F",3,"doutorado","nao informado","$40K - $60K","blue",28,5,0,3,1438.46,28,7262.41
